ID;Original_Species;Actual_Species;Abundance
52;Micoureus demerarae;Marmosa paraguayana;5
52;Marmosops incanus;Marmosops incanus;10
52;Metachirus nudicaudatus;Metachirus nudicaudatus;21
52;Monodelphis americana;Monodelphis americana;29
52;Monodelphis iheringi;Monodelphis iheringi;7
52;Nectomys squamipes;Nectomys squamipes;10
52;Oecomys sp.;Oecomys catherinae;2
52;Oligoryzomys nigripes;Oligoryzomys nigripes;26
52;Philander frenatus;Philander frenatus;2
52;Phyllomys pattoni;Phyllomys pattoni;3
52;Rattus rattus;Rattus rattus;1
52;Rhipidomys mastacalis;Rhipidomys mastacalis;15
52;Thaptomys nigrita;Thaptomys nigrita;2
52;Trinomys paratus;Trinomys paratus;40
53;Caluromys philander;Caluromys philander;1
53;Didelphis aurita;Didelphis aurita;13
53;Marmosa murina;Marmosa murina;40
53;Metachirus nudicaudatus;Metachirus nudicaudatus;2
53;Phyllomys pattoni;Phyllomys pattoni;8
53;Rattus rattus;Rattus rattus;19
53;Sciurus aestuans;Sciurus aestuans;1
54;Akodon cursor;Akodon cursor;52
54;Didelphis aurita;Didelphis aurita;17
54;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
54;Marmosa murina;Marmosa murina;9
54;Micoureus paraguayanus;Marmosa paraguayana;3
54;Marmosops incanus;Marmosops incanus;10
54;Metachirus nudicaudatus;Metachirus nudicaudatus;34
54;Monodelphis americana;Monodelphis americana;2
54;Nectomys squamipes;Nectomys squamipes;78
54;Oligoryzomys nigripes;Oligoryzomys nigripes;1
54;Oxymycterus dasytrichus;Oxymycterus dasytrichus;7
54;Philander frenatus;Philander frenatus;3
54;Phyllomys pattoni;Phyllomys pattoni;1
54;Rattus rattus;Rattus rattus;5
54;Trinomys paratus;Trinomys paratus;27
55;Akodon cursor;Akodon cursor;53
55;Caluromys philander;Caluromys philander;3
55;Didelphis aurita;Didelphis aurita;13
55;Gracilinanus microtarsus;Gracilinanus microtarsus;2
55;Marmosa murina;Marmosa murina;24
55;Micoureus paraguayanus;Marmosa paraguayana;16
55;Marmosops incanus;Marmosops incanus;10
55;Metachirus nudicaudatus;Metachirus nudicaudatus;17
55;Monodelphis americana;Monodelphis americana;1
55;Nectomys squamipes;Nectomys squamipes;22
55;Oecomys catherinae;Oecomys catherinae;3
55;Rhipidomys mastacalis;Rhipidomys mastacalis;1
55;Guerlinguetus ingrami;Sciurus aestuans;6
55;Trinomys paratus;Trinomys paratus;16
56;Akodon cursor;Akodon cursor;48
56;Akodon mystax;Akodon mystax;17
56;Brucepattersonius griserufescens;Brucepattersonius griserufescens;18
56;Calomys expulsus;Calomys expulsus;1
56;Akodon serrensis;Castoria angustidens;83
56;Cavia aperea;Cavia aperea;1
56;Delomys collinus;Delomys collinus;64
56;Didelphis aurita;Didelphis aurita;2
56;Oryzomys russatus;Euryoryzomys russatus;2
56;Euryzygomatomys spinosus;Euryzygomatomys spinosus;2
56;Marmosops incanus;Marmosops incanus;19
56;Monodelphis touan;Monodelphis sp.;2
56;Bolomys lasiurus;Necromys lasiurus;24
56;Nectomys squamipes;Nectomys squamipes;3
56;Oligoryzomys flavescens;Oligoryzomys flavescens;23
56;Oligoryzomys nigripes;Oligoryzomys nigripes;15
56;Oxymycterus caparaoe;Oxymycterus caparaoe;26
56;Oxymycterus hispidus;Oxymycterus hispidus;8
56;Philander frenatus;Philander frenatus;13
56;Oryzomys angouya;Sooretamys angouya;6
56;Thaptomys nigrita;Thaptomys nigrita;14
56;Proechimys gratiosus;Trinomys gratiosus;5
57;Bibimys labiosus;Bibimys labiosus;2
57;Blarinomys breviceps ;Blarinomys breviceps;3
57;Calomys tener ;Calomys tener;1
57;Akodon serrensis ;Castoria angustidens;27
57;Didelphis albiventris ;Didelphis albiventris;1
57;Marmosops incanus ;Marmosops incanus;8
57;Monodelphis americana ;Monodelphis americana;13
57;Monodelphis domestica;Monodelphis domestica;1
57;Necromys lasiurus ;Necromys lasiurus;2
57;Oligoryzomys nigripes ;Oligoryzomys nigripes;199
57;Rhagomys rufescens ;Rhagomys rufescens;2
58;Akodon cursor;Akodon cursor;77
58;Brucepattersonius griserufescens;Brucepattersonius griserufescens;3
58;Delomys sublineatus;Delomys sublineatus;3
58;Didelphis aurita;Didelphis aurita;1
58;Euryoryzomys russatus;Euryoryzomys russatus;1
58;Gracilinanus microtarsus;Gracilinanus microtarsus;1
58;Marmosops incanus;Marmosops incanus;30
58;Monodelphis americana;Monodelphis americana;1
58;Oligoryzomys nigripes;Oligoryzomys nigripes;225
58;Oxymycterus dasytrichus;Oxymycterus dasytrichus;19
58;Philander frenatus;Philander frenatus;9
58;Rhagomys rufescens;Rhagomys rufescens;1
58;Rhipidomys mastacalis;Rhipidomys mastacalis;3
58;Thaptomys nigrita;Thaptomys nigrita;4
58;Trinomys gratiosus;Trinomys gratiosus;5
59;Didelphis aurita;Didelphis aurita;9
59;Marmosops incanus;Marmosops incanus;40
59;Nectomys squamipes;Nectomys squamipes;5
60;Akodon cursor;Akodon cursor;90
60;Calomys tener ;Calomys tener;1
60;Akodon serrensis;Castoria angustidens;74
60;Cerradomys subflavus;Cerradomys subflavus;1
60;Delomys sublineatus;Delomys sublineatus;23
60;Gracilinanus agilis;Gracilinanus agilis;7
60;Juliomys ossitenuis;Juliomys ossitenuis;4
60;Marmosops incanus;Marmosops incanus;20
60;Marmosops paulensis;Marmosops paulensis;3
60;Monodelphis americana;Monodelphis americana;7
60;Monodelphis scalops;Monodelphis scalops;1
60;Necromys lasiurus;Necromys lasiurus;2
60;Nectomys squamipes;Nectomys squamipes;2
60;Oligoryzomys flavescens;Oligoryzomys flavescens;1
60;Oligoryzomys nigripes;Oligoryzomys nigripes;24
60;Oxymycterus dasytrichus;Oxymycterus dasytrichus;32
60;Philander frenatus;Philander frenatus;10
60;Rhipidomys mastacalis;Rhipidomys mastacalis;3
60;Sooretamys angouya;Sooretamys angouya;10
60;Thaptomys nigrita;Thaptomys nigrita;67
60;Trinomys gratiosus;Trinomys gratiosus;2
61;Akodon cursor;Akodon cursor;73
61;Bibimys labiosus;Bibimys labiosus;1
61;Calomys callosus;Calomys callosus;2
61;Oryzomys subflavus;Cerradomys subflavus;18
61;Didelphis aurita;Didelphis aurita;28
61;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
61;Gracilinanus agilis;Gracilinanus agilis;3
61;Holochilus sciureus;Holochilus sciureus;1
61;Monodelphis americana;Monodelphis americana;7
61;Bolomys lasiurus;Necromys lasiurus;2
61;Nectomys squamipes;Nectomys squamipes;5
61;Oligoryzomys nigripes;Oligoryzomys nigripes;178
61;Oxymycterus rufus;Oxymycterus rufus;8
61;Oxymycterus sp ;Oxymycterus sp.;6
61;Philander opossum;Philander frenatus;1
61;Echimys sp.;Phyllomys sp.;1
61;Rhipidomys mastacalis;Rhipidomys mastacalis;5
62;Akodon cursor;Akodon cursor;28
62;Oryzomys subflavus;Cerradomys subflavus;4
62;Didelphis aurita;Didelphis aurita;2
62;Gracilinanus agilis;Gracilinanus agilis;5
62;Marmosops incanus;Marmosops incanus;1
62;Bolomys lasiurus;Necromys lasiurus;1
62;Nectomys squamipes;Nectomys squamipes;2
62;Oligoryzomys nigripes;Oligoryzomys nigripes;84
62;Oxymycterus rufus;Oxymycterus rufus;10
62;Oxymycterus sp ;Oxymycterus sp.;5
62;Philander opossum;Philander frenatus;5
62;Echimys sp.;Phyllomys sp.;1
63;Didelphis aurita;Didelphis aurita;59
63;Gracilinanus microtarsus;Gracilinanus microtarsus;1
63;Marmosa murina;Marmosa murina;75
63;Micoureus travassossi;Marmosa paraguayana;39
63;Metachirus nudicaudatus;Metachirus nudicaudatus;1
63;Monodelphis americana;Monodelphis americana;1
63;Nectomys squamipes;Nectomys squamipes;1
63;Philander frenata;Philander frenatus;63
64;Akodon cursor;Akodon cursor;23
64;Calomys cerqueirai;Calomys cerqueirai;3
64;Calomys tener ;Calomys tener;1
64;Didelphis aurita;Didelphis aurita;21
64;Marmosops incanus;Marmosops incanus;9
64;Nectomys squamipes;Nectomys squamipes;22
64;Oligoryzomys nigripes;Oligoryzomys nigripes;1
64;Oxymycterus dasytrichus;Oxymycterus dasytrichus;2
64;Philander frenatus;Philander frenatus;2
65;Akodon montensis;Akodon montensis;110
65;Calomys sp.;Calomys sp.;2
65;Caluromys philander;Caluromys philander;6
65;Cerradomys subflavus;Cerradomys subflavus;28
65;Didelphis albiventris;Didelphis albiventris;11
65;Didelphis aurita;Didelphis aurita;1
65;Euryoryzomys russatus;Euryoryzomys russatus;31
65;Gracilinanus microtarsus;Gracilinanus microtarsus;52
65;Marmosops incanus;Marmosops incanus;72
65;Monodelphis americana;Monodelphis americana;3
65;Monodelphis iheringi;Monodelphis iheringi;10
65;Necromys lasiurus;Necromys lasiurus;1
65;Nectomys squamipes;Nectomys squamipes;5
65;Oligoryzomys nigripes;Oligoryzomys nigripes;1
65;Oxymycterus delator;Oxymycterus delator;1
65;Rattus rattus;Rattus rattus;2
65;Rhipidomys sp.;Rhipidomys tribei;60
66;Akodon cursor;Akodon cursor;3
66;Didelphis aurita;Didelphis aurita;4
66;Marmosops incanus;Marmosops incanus;3
66;Monodelphis domestica;Monodelphis domestica;2
66;Nectomys squamipes;Nectomys squamipes;7
66;Oligoryzomys nigripes;Oligoryzomys nigripes;1
66;Philander frenatus;Philander frenatus;18
67;Akodon montensis;Akodon montensis;60
67;Calomys cerqueirai;Calomys cerqueirai;4
67;Caluromys philander;Caluromys philander;1
67;Cerradomys subflavus;Cerradomys subflavus;4
67;Didelphis albiventris;Didelphis albiventris;1
67;Gracilinanus microtarsus;Gracilinanus microtarsus;31
67;Marmosops incanus;Marmosops incanus;8
67;Nectomys squamipes;Nectomys squamipes;1
67;Oligoryzomys nigripes;Oligoryzomys nigripes;21
67;Rhipidomys tribei;Rhipidomys tribei;15
68;Calomys cerqueirai;Calomys cerqueirai;1
68;Didelphis aurita;Didelphis aurita;7
68;Marmosops incanus;Marmosops incanus;2
69;Akodon montensis;Akodon montensis;19
69;Caluromys philander;Caluromys philander;1
69;Cerradomys subflavus;Cerradomys subflavus;84
69;Didelphis albiventris;Didelphis albiventris;146
69;Didelphis aurita;Didelphis aurita;10
69;Gracilinanus microtarsus;Gracilinanus microtarsus;13
69;Marmosops incanus;Marmosops incanus;25
69;Monodelphis kunsi;Monodelphis kunsi;1
69;Nectomys squamipes;Nectomys squamipes;16
69;Oligoryzomys nigripes;Oligoryzomys nigripes;24
69;Rhipidomys tribei;Rhipidomys tribei;48
70;Akodon montensis;Akodon montensis;55
70;Calomys sp.;Calomys sp.;7
70;Cerradomys subflavus;Cerradomys subflavus;13
70;Didelphis albiventris;Didelphis albiventris;24
70;Didelphis aurita;Didelphis aurita;7
70;Gracilinanus microtarsus;Gracilinanus microtarsus;69
70;Marmosops incanus;Marmosops incanus;1
70;Necromys lasiurus;Necromys lasiurus;5
70;Nectomys squamipes;Nectomys squamipes;2
70;Oligoryzomys nigripes;Oligoryzomys nigripes;11
70;Rhipidomys sp.;Rhipidomys tribei;55
71;Akodon cursor;Akodon cursor;12
71;Calomys tener ;Calomys tener;1
71;Didelphis aurita;Didelphis aurita;10
71;Marmosa paraguayana;Marmosa paraguayana;1
71;Marmosops incanus;Marmosops incanus;3
71;Metachirus nudicaudatus;Metachirus nudicaudatus;1
71;Nectomys squamipes;Nectomys squamipes;3
71;Oligoryzomys nigripes;Oligoryzomys nigripes;1
72;Akodon cursor;Akodon cursor;7
72;Didelphis aurita;Didelphis aurita;19
72;Marmosops incanus;Marmosops incanus;3
72;Metachirus nudicaudatus;Metachirus nudicaudatus;15
72;Oecomys catherinae;Oecomys catherinae;2
72;Oligoryzomys sp.;Oligoryzomys nigripes;1
72;Philander frenatus;Philander frenatus;3
72;Trinomys gratiosus;Trinomys gratiosus;17
73;Akodon cursor;Akodon cursor;10
73;Calomys cerqueirai;Calomys cerqueirai;1
73;Calomys tener ;Calomys tener;1
73;Didelphis aurita;Didelphis aurita;9
73;Gracilinanus microtarsus;Gracilinanus microtarsus;1
73;Marmosa paraguayana;Marmosa paraguayana;1
73;Marmosops incanus;Marmosops incanus;6
73;Nectomys squamipes;Nectomys squamipes;1
73;Trinomys setosus;Trinomys setosus;5
74;Akodon montensis;Akodon montensis;35
74;Caluromys lanatus;Caluromys lanatus;1
74;Didelphis albiventris;Didelphis albiventris;38
74;Gracilinanus microtarsus;Gracilinanus microtarsus;9
74;Oryzomys capito;Hylaeamys megacephalus;16
74;Micoureus cinereus;Marmosa paraguayana;2
74;Oecomys concolor;Oecomys catherinae;1
74;Oligoryzomys nigripes;Oligoryzomys nigripes;7
75;Akodon montensis;Akodon montensis;18
75;Bibimys labiosus;Bibimys labiosus;1
75;Blarinomys breviceps;Blarinomys breviceps;4
75;Caluromys philander;Caluromys philander;1
75;Cerradomys subflavus;Cerradomys subflavus;1
75;Didelphis albiventris;Didelphis albiventris;1
75;Euryoryzomys russatus;Euryoryzomys russatus;6
75;Gracilinanus microtarsus;Gracilinanus microtarsus;1
75;Juliomys pictipes;Juliomys pictipes;3
75;Juliomys rimofrons;Juliomys rimofrons;2
75;Marmosops incanus;Marmosops incanus;4
75;Monodelphis americana;Monodelphis americana;1
75;Nectomys squamipes;Nectomys squamipes;2
75;Oligoryzomys nigripes;Oligoryzomys nigripes;25
75;Pseudoryzomys simplex;Pseudoryzomys simplex;1
75;Rattus rattus;Rattus rattus;4
75;Rhipidomys mastacalis;Rhipidomys tribei;3
75;Thaptomys nigrita;Thaptomys nigrita;4
76;Akodon lindberghi;Akodon lindberghi;1
76;Akodon montensis;Akodon montensis;22
76;Cerradomys subflavus;Cerradomys subflavus;1
76;Didelphis albiventris;Didelphis albiventris;3
76;Euryoryzomys russatus;Euryoryzomys russatus;39
76;Gracilinanus microtarsus;Gracilinanus microtarsus;10
76;Marmosops incanus;Marmosops incanus;36
76;Monodelphis americana;Monodelphis americana;12
76;Monodelphis kunsi;Monodelphis kunsi;1
76;Necromys lasiurus;Necromys lasiurus;1
76;Nectomys squamipes;Nectomys squamipes;5
76;Oligoryzomys nigripes;Oligoryzomys nigripes;31
76;Rhipidomys mastacalis;Rhipidomys tribei;3
76;Thaptomys nigrita;Thaptomys nigrita;37
77;Akodon montensis;Akodon montensis;61
77;Delomys sublineatus;Delomys sublineatus;13
77;Didelphis aurita;Didelphis aurita;5
77;Gracilinanus agilis;Gracilinanus agilis;5
77;Marmosops paulensis;Marmosops paulensis;8
77;Monodelphis americana;Monodelphis americana;1
77;Nectomys squamipes;Nectomys squamipes;1
77;Oligoryzomys nigripes;Oligoryzomys nigripes;26
77;Philander frenatus;Philander frenatus;5
77;Thaptomys nigrita;Thaptomys nigrita;12
78;Akodon cursor;Akodon cursor;199
78;Didelphis aurita;Didelphis aurita;40
78;Gracilinanus microtarsus;Gracilinanus microtarsus;5
78;Monodelphis americana;Monodelphis americana;3
78;Mus musculus;Mus musculus;3
78;Necromys lasiurus;Necromys lasiurus;2
78;Nectomys squamipes;Nectomys squamipes;282
78;Oligoryzomys nigripes;Oligoryzomys nigripes;55
78;Philander frenatus;Philander frenatus;57
78;Rattus rattus;Rattus rattus;22
79;Akodon cursor;Akodon cursor;74
79;Akodon montensis;Akodon montensis;1
79;Didelphis aurita;Didelphis aurita;58
79;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
79;Necromys lasiurus;Necromys lasiurus;1
79;Nectomys squamipes;Nectomys squamipes;133
79;Oecomys catherinae;Oecomys catherinae;1
79;Oligoryzomys nigripes;Oligoryzomys nigripes;25
79;Oxymycterus judex;Oxymycterus quaestor;1
79;Philander frenatus;Philander frenatus;50
79;Sooretamys angouya;Sooretamys angouya;1
79;Trinomys iheringi;Trinomys iheringi;1
80;Akodon cursor;Akodon cursor;138
80;Didelphis aurita;Didelphis aurita;141
80;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
80;Monodelphis americana;Monodelphis americana;4
80;Bolomys lasiurus;Necromys lasiurus;1
80;Nectomys squamipes;Nectomys squamipes;171
80;Oecomys concolor;Oecomys catherinae;1
80;Oligoryzomys nigripes;Oligoryzomys nigripes;22
80;Philander frenata;Philander frenatus;68
80;Rattus rattus;Rattus rattus;1
80;Proechimys iheringi;Trinomys iheringi;2
81;Akodon montensis;Akodon montensis;1
81;Calomys tener ;Calomys tener;3
81;Didelphis albiventris;Didelphis albiventris;3
81;Gracilinanus microtarsus;Gracilinanus microtarsus;3
81;Monodelphis americana;Monodelphis americana;2
81;Oligoryzomys nigripes;Oligoryzomys nigripes;4
81;Rhipidomys mastacalis;Rhipidomys mastacalis;21
82;Akodon montensis;Akodon montensis;8
82;Calomys sp.;Calomys sp.;1
82;Didelphis albiventris;Didelphis albiventris;23
82;Didelphis aurita;Didelphis aurita;3
82;Holochilus brasiliensis;Holochilus brasiliensis;1
82;Micoureus cinereus;Marmosa paraguayana;1
82;Nectomys squamipes;Nectomys squamipes;8
82;Oligoryzomys nigripes;Oligoryzomys nigripes;5
82;Sciurus ingrami;Sciurus aestuans;3
83;Akodon sp.;Akodon sp.;4
83;Didelphis albiventris;Didelphis albiventris;249
83;Gracilinanus microtarsus;Gracilinanus microtarsus;13
83;Micoureus paraguayanus;Marmosa paraguayana;103
83;Metachirus nudicaudatus;Metachirus nudicaudatus;14
83;Nectomys squamipes;Nectomys squamipes;1
83;Oecomys sp.;Oecomys catherinae;5
83;Undiscribed Oryzomyini;Oryzomys sp.;2
83;Philander frenatus;Philander frenatus;1
84;Akodon cursor;Akodon cursor;51
84;Didelphis albiventris;Didelphis albiventris;172
84;Hylaeamys megacephalus;Hylaeamys megacephalus;2
84;Micoureus paraguayanus;Marmosa paraguayana;8
84;Metachirus nudicaudatus;Metachirus nudicaudatus;8
84;Necromys lasiurus;Necromys lasiurus;2
84;Unidentified rodent;Unidentified rodent;2
85;Akodon cursor;Akodon cursor;13
85;Akodon serrensis;Castoria angustidens;21
85;Delomys dorsalis;Delomys dorsalis;15
85;Marmosops incanus;Marmosops incanus;8
85;Monodelphis americana;Monodelphis americana;1
85;Nectomys squamipes;Nectomys squamipes;3
85;Oligoryzomys flavescens;Oligoryzomys flavescens;10
85;Oxymycterus dasytrichus;Oxymycterus dasytrichus;8
85;Philander frenatus;Philander frenatus;8
85;Sooretamys angouya;Sooretamys angouya;1
85;Trinomys gratiosus;Trinomys gratiosus;9
86;Akodon montensis;Akodon montensis;222
86;Brucepattersonius sp.;Brucepattersonius sp.;18
86;Caluromys philander;Caluromys philander;13
86;Delomys dorsalis;Delomys dorsalis;447
86;Didelphis aurita;Didelphis aurita;22
86;Euryoryzomys russatus;Euryoryzomys russatus;1
86;Gracilinanus microtarsus;Gracilinanus microtarsus;31
86;Juliomys ossitenuis;Juliomys ossitenuis;15
86;Juliomys pictipes;Juliomys pictipes;1
86;Juliomys pictipes/ossitenuis;Juliomys pictipes/ossitenuis;112
86;Marmosops incanus;Marmosops incanus;92
86;Monodelphis americana;Monodelphis americana;1
86;Monodelphis americana/scalops;Monodelphis americana/scalops;14
86;Monodelphis scalops;Monodelphis scalops;1
86;Nectomys squamipes;Nectomys squamipes;1
86;Oligoryzomys nigripes;Oligoryzomys nigripes;16
86;Philander frenatus;Philander frenatus;27
86;Rattus rattus;Rattus rattus;1
86;Rhipidomys itoan;Rhipidomys itoan;26
86;Guerlinguetus ingrami;Sciurus aestuans;7
86;Sooretamys angouya;Sooretamys angouya;5
86;Thaptomys nigrita;Thaptomys nigrita;50
86;Trinomys dimidiatus;Trinomys dimidiatus;7
86;Trinomys dimidiatus/gratiosus;Trinomys dimidiatus/gratiosus;181
86;Trinomys gratiosus bonafidei;Trinomys gratiosus;1
86;Unidentified rodent;Unidentified rodent;14
87;Akodon cursor;Akodon cursor;16
87;Didelphis aurita;Didelphis aurita;4
87;Micoureus demerarae;Marmosa paraguayana;1
87;Marmosops incanus;Marmosops incanus;3
87;Nectomys squamipes;Nectomys squamipes;5
87;Oligoryzomys nigripes;Oligoryzomys nigripes;1
87;Philander frenatus;Philander frenatus;1
88;Akodon cursor;Akodon cursor;15
88;Caluromys philander;Caluromys philander;5
88;Didelphis aurita;Didelphis aurita;420
88;Oryzomys russatus;Euryoryzomys russatus;43
88;Gracilinanus microtarsus;Gracilinanus microtarsus;22
88;Juliomys pictipes;Juliomys pictipes;5
88;Micoureus paraguayanus;Marmosa paraguayana;44
88;Marmosops incanus;Marmosops incanus;259
88;Metachirus nudicaudatus;Metachirus nudicaudatus;128
88;Monodelphis americana;Monodelphis americana;2
88;Oligoryzomys nigripes;Oligoryzomys nigripes;1
88;Philander frenatus;Philander frenatus;115
88;Rhipidomys sp. nov.;Rhipidomys itoan;45
88;Sciurius aestuans;Sciurus aestuans;2
88;Trinomys dimidiatus;Trinomys dimidiatus;66
89;Akodon cursor;Akodon cursor;42
89;Didelphis aurita;Didelphis aurita;6
89;Marmosa paraguayana;Marmosa paraguayana;21
89;Metachirus nudicaudatus;Metachirus nudicaudatus;4
89;Necromys lasiurus;Necromys lasiurus;2
89;Nectomys squamipes;Nectomys squamipes;5
89;Oligoryzomys nigripes;Oligoryzomys nigripes;5
90;Didelphis aurita;Didelphis aurita;8
90;Metachirus nudicaudatus;Metachirus nudicaudatus;3
90;Oryzomys nigripes;Oligoryzomys nigripes;1
90;Philander frenatus;Philander frenatus;3
90;Rhipidomys sp.;Rhipidomys sp.;1
91;Abrawayaomys ruschii;Abrawayaomys ruschii;2
91;Akodon montensis;Akodon montensis;73
91;Bibimys labiosus;Bibimys labiosus;2
91;Blarinomys breviceps;Blarinomys breviceps;4
91;Castoria angustidens;Castoria angustidens;1
91;Delomys dorsalis;Delomys dorsalis;9
91;Didelphis aurita;Didelphis aurita;15
91;Euryoryzomys russatus ;Euryoryzomys russatus;1
91;Juliomys sp.;Juliomys sp.;1
91;Marmosops incanus;Marmosops incanus;3
91;Marmosops paulensis;Marmosops paulensis;1
91;Monodelphis americana;Monodelphis americana;1
91;Monodelphis iheringi;Monodelphis iheringi;3
91;Monodelphis scalops;Monodelphis scalops;4
91;Oligoryzomys flavescens;Oligoryzomys flavescens;3
91;Oligoryzomys nigripes;Oligoryzomys nigripes;44
91;Oxymycterus sp.;Oxymycterus sp.;4
91;Philander frenatus ;Philander frenatus;8
91;Rattus rattus ;Rattus rattus;1
91;Thaptomys nigrita ;Thaptomys nigrita;4
91;Trinomys dimidiatus;Trinomys dimidiatus;17
92;Akodon cursor;Akodon cursor;10
92;Didelphis aurita;Didelphis aurita;9
92;Micoureus demerarae;Marmosa paraguayana;7
92;Marmosops incanus;Marmosops incanus;3
92;Metachirus nudicaudatus;Metachirus nudicaudatus;2
92;Oecomys concolor;Oecomys catherinae;1
92;Oligoryzomys nigripes;Oligoryzomys nigripes;2
92;Trinomys eliasi;Trinomys eliasi;3
93;Akodon cursor;Akodon cursor;5
93;Caluromys philander;Caluromys philander;4
93;Didelphis marsupialis;Didelphis aurita;10
93;Holochilus brasiliensis;Holochilus brasiliensis;7
93;Oryzomys capito;Hylaeamys megacephalus;6
93;Marmosa cinerea;Marmosa paraguayana;6
93;Marmosa incana;Marmosops incanus;3
93;Nectomys squamipes;Nectomys squamipes;67
93;Oecomys trinitatis;Oecomys catherinae;26
93;Oryzomys nigripes;Oligoryzomys nigripes;2
93;Philander opossum;Philander frenatus;4
93;Proechimys setosus;Trinomys eliasi;5
94;Akodon cursor;Akodon cursor;258
94;Caluromys philander;Caluromys philander;3
94;Didelphis aurita;Didelphis aurita;19
94;Gracilinanus microtarsus;Gracilinanus microtarsus;1
94;Micoureus demerarae;Marmosa paraguayana;84
94;Metachirus nudicaudatus;Metachirus nudicaudatus;10
94;Monodelphis americana;Monodelphis americana;1
94;Nectomys squamipes;Nectomys squamipes;50
94;Oecomys concolor;Oecomys catherinae;6
94;Oligoryzomys nigripes;Oligoryzomys nigripes;18
94;Oryzomys sp.;Oryzomys sp.;3
94;Philander frenatus;Philander frenatus;41
94;Rattus rattus;Rattus rattus;1
95;Akodon cursor;Akodon cursor;19
95;Didelphis aurita;Didelphis aurita;54
95;Euryoryzomys sp.;Euryoryzomys russatus;19
95;Micoureus paraguayanus;Marmosa paraguayana;1
95;Marmosops incanus;Marmosops incanus;6
95;Metachirus nudicaudatus;Metachirus nudicaudatus;2
95;Monodelphis sp.;Monodelphis sp.;1
95;Nectomys squamipes;Nectomys squamipes;8
95;Oecomys catherinae;Oecomys catherinae;3
95;Oligoryzomys nigripes;Oligoryzomys nigripes;1
95;Oxymycterus dasytrichus;Oxymycterus dasytrichus;1
95;Phyllomys sp.;Phyllomys pattoni;2
95;Rhipidomys sp. nov.;Rhipidomys itoan;1
95;Trinomys dimidiatus;Trinomys dimidiatus;1
96;Akodon cursor;Akodon cursor;156
96;Caluromys philander;Caluromys philander;2
96;Didelphis aurita;Didelphis aurita;168
96;Euryoryzomys sp.;Euryoryzomys russatus;7
96;Gracilinanus microtarsus;Gracilinanus microtarsus;1
96;Micoureus paraguayanus;Marmosa paraguayana;51
96;Marmosops incanus;Marmosops incanus;26
96;Metachirus nudicaudatus;Metachirus nudicaudatus;34
96;Monodelphis sp.;Monodelphis sp.;1
96;Nectomys squamipes;Nectomys squamipes;6
96;Oecomys catherinae;Oecomys catherinae;4
96;Oligoryzomys nigripes;Oligoryzomys nigripes;4
96;Oxymycterus dasytrichus;Oxymycterus dasytrichus;4
96;Philander frenatus;Philander frenatus;155
96;Phyllomys sp.;Phyllomys sp. nov.;3
96;Rhipidomys sp. nov.;Rhipidomys itoan;1
97;Akodon montensis;Akodon montensis;30
97;Calomys tener ;Calomys tener;2
97;Didelphis albiventris;Didelphis albiventris;6
97;Didelphis aurita;Didelphis aurita;18
97;Gracilinanus microtarsus;Gracilinanus microtarsus;1
97;Lutreolina crassicaudata;Lutreolina crassicaudata;15
97;Monodelphis sorex;Monodelphis sorex;1
97;Nectomys squamipes;Nectomys squamipes;21
97;Oligoryzomys flavescens;Oligoryzomys flavescens;4
97;Oligoryzomys nigripes;Oligoryzomys nigripes;15
97;Rattus rattus;Rattus rattus;3
98;Akodon montensis;Akodon montensis;146
98;Akodon serrensis;Castoria angustidens;96
98;Delomys dorsalis;Delomys dorsalis;18
98;Delomys sublineatus;Delomys sublineatus;43
98;Gracilinanus agilis;Gracilinanus agilis;1
98;Juliomys ossitenuis;Juliomys ossitenuis;1
98;Monodelphis scalops;Monodelphis scalops;1
98;Oligoryzomys nigripes;Oligoryzomys nigripes;4
98;Philander frenatus;Philander frenatus;3
98;Sooretamys angouya;Sooretamys angouya;1
98;Thylamys velutinus;Thylamys velutinus;4
99;Didelphis albiventris;Didelphis albiventris;36
99;Gracilinanus agilis;Gracilinanus agilis;52
99;Oecomys bicolor;Oecomys bicolor;236
100;Akodon cursor;Akodon cursor;23
100;Didelphis aurita;Didelphis aurita;6
100;Metachirus nudicaudatus;Metachirus nudicaudatus;1
100;Philander opossum;Philander frenatus;31
100;Proechimys iheringi;Trinomys eliasi;17
101;Akodon cursor;Akodon cursor;6
101;Didelphis aurita;Didelphis aurita;56
101;Marmosa paraguayana;Marmosa paraguayana;18
101;Marmosops incanus;Marmosops incanus;17
101;Metachirus nudicaudatus;Metachirus nudicaudatus;1
101;Monodelphis americana;Monodelphis americana;3
101;Oligoryzomys nigripes;Oligoryzomys nigripes;4
101;Philander frenatus;Philander frenatus;1
101;Rattus norvegicus;Rattus norvegicus;8
101;Rattus rattus;Rattus rattus;1
102;Akodon cursor;Akodon cursor;8
102;Cerradomys subflavus;Cerradomys subflavus;1
102;Didelphis aurita;Didelphis aurita;14
102;Euryoryzomys russatus;Euryoryzomys russatus;29
102;Gracilinanus microtarsus;Gracilinanus microtarsus;9
102;Hylaeamys laticeps;Hylaeamys seuanezi;4
102;Micoureus demerarae;Marmosa paraguayana;1
