ID;Original_Species;Actual_Species;Abundance
102;Marmosops incanus;Marmosops incanus;8
102;Metachirus nudicaudatus;Metachirus nudicaudatus;4
102;Monodelphis americana;Monodelphis americana;8
102;Nectomys squamipes;Nectomys squamipes;13
102;Oecomys concolor;Oecomys catherinae;1
102;Oligoryzomys nigripes;Oligoryzomys nigripes;14
102;Oryzomys sp.;Oryzomys sp.;11
102;Philander frenatus;Philander frenatus;2
102;Trinomys dimidiatus;Trinomys dimidiatus;6
103;Cavia aperea;Cavia aperea;1
103;Oryzomys russatus;Euryoryzomys russatus;33
103;Marmosops incanus;Marmosops incanus;2
103;Nectomys squamipes;Nectomys squamipes;48
103;Oxymycterus dasytrichus;Oxymycterus dasytrichus;12
103;Rhipidomys sp. Nov.;Rhipidomys itoan;7
103;Sciurus aestuans;Sciurus aestuans;3
103;Trinomys dimidiatus;Trinomys dimidiatus;51
104;Didelphis aurita;Didelphis aurita;6
104;Oryzomys russatus;Euryoryzomys russatus;3
104;Marmosops incanus;Marmosops incanus;4
104;Nectomys squamipes;Nectomys squamipes;2
104;Oxymycterus sp.;Oxymycterus sp.;4
104;Sciurus aestuans;Sciurus aestuans;13
104;Proechimys iheringi;Trinomys iheringi;35
105;Akodon cursor;Akodon cursor;1
105;Blarinomys breviceps;Blarinomys breviceps;1
105;Akodon serrensis;Castoria angustidens;3
105;Delomys dorsalis;Delomys dorsalis;2
105;Delomys sp.;Delomys sp.;18
105;Didelphis aurita;Didelphis aurita;11
105;Euryoryzomys russatus;Euryoryzomys russatus;7
105;Gracilinanus microtarsus;Gracilinanus microtarsus;1
105;Juliomys rimofrons;Juliomys pictipes;1
105;Marmosops sp.;Marmosops sp.;5
105;Metachirus nudicaudatus;Metachirus nudicaudatus;2
105;Monodelphis americana;Monodelphis americana;1
105;Oecomys catherinae;Oecomys catherinae;1
105;Oligoryzomys flavescens;Oligoryzomys flavescens;3
105;Philander frenatus;Philander frenatus;3
105;Rhipidomys itoan;Rhipidomys itoan;4
105;Thaptomys nigrita;Thaptomys nigrita;1
105;Trinomys sp.;Trinomys sp.;2
106;Akodon montensis;Akodon montensis;66
106;Calomys tener ;Calomys tener;42
106;Cryptonanus agricolai;Cryptonanus agricolai;1
106;Didelphis albiventris;Didelphis albiventris;4
106;Didelphis aurita;Didelphis aurita;6
106;Gracilinanus microtarsus;Gracilinanus microtarsus;3
106;Juliomys pictipes;Juliomys pictipes;2
106;Necromys lasiurus;Necromys lasiurus;23
106;Oligoryzomys flavescens;Oligoryzomys flavescens;222
106;Oligoryzomys nigripes;Oligoryzomys nigripes;122
106;Oxymycterus sp ;Oxymycterus sp.;2
106;Rattus rattus;Rattus rattus;2
107;Didelphis aurita;Didelphis aurita;1
107;Euryoryzomys russatus;Euryoryzomys russatus;25
107;Micoureus paraguayanus;Marmosa paraguayana;2
107;Metachirus nudicaudatus;Metachirus nudicaudatus;4
107;Monodelphis americana;Monodelphis americana;1
107;Nectomys squamipes;Nectomys squamipes;1
107;Oecomys catherinae;Oecomys catherinae;7
107;Oxymycterus dasytrichus;Oxymycterus dasytrichus;3
107;Philander frenatus;Philander frenatus;1
107;Phyllomys pattoni;Phyllomys pattoni;1
107;Rhagomys rufescens;Rhagomys rufescens;1
107;Rhipidomys sp.;Rhipidomys sp.;3
107;Trinomys iheringi;Trinomys iheringi;3
108;Akodon montensis;Akodon montensis;90
108;Blarinomys breviceps;Blarinomys breviceps;6
108;Brucepattersonius soricinus;Brucepattersonius soricinus;17
108;Calomys tener ;Calomys tener;1
108;Didelphis aurita;Didelphis aurita;9
108;Euryoryzomys russatus;Euryoryzomys russatus;170
108;Juliomys pictipes;Juliomys pictipes;12
108;Marmosops incanus;Marmosops incanus;31
108;Monodelphis scalops;Monodelphis scalops;38
108;Monodelphis sp.;Monodelphis sp.;5
108;Nectomys squamipes;Nectomys squamipes;1
108;Oecomys catherinae;Oecomys catherinae;2
108;Oligoryzomys nigripes;Oligoryzomys nigripes;63
108;Philander frenatus;Philander frenatus;9
108;Rhipidomys mastacalis;Rhipidomys mastacalis;1
108;Sooretamys angouya;Sooretamys angouya;4
108;Thaptomys nigrita;Thaptomys nigrita;151
108;Trinomys iheringi;Trinomys iheringi;10
109;Akodon cursor;Akodon cursor;30
109;Cavia aperea;Cavia aperea;1
109;Didelphis marsupialis;Didelphis aurita;61
109;Euryzygomatomys spinosus;Euryzygomatomys spinosus;2
109;Marmosops incanus;Marmosops incanus;1
109;Bolomys lasiurus;Necromys lasiurus;13
109;Oligoryzomys nigripes;Oligoryzomys nigripes;13
109;Oxymycterus hispidus;Oxymycterus hispidus;6
109;Oxymycterus nasutus;Oxymycterus nasutus;5
109;Rattus norvegicus;Rattus norvegicus;1
109;Oryzomys angouya;Sooretamys angouya;1
110;Akodon montensis;Akodon montensis;50
110;Calomys tener ;Calomys tener;8
110;Didelphis albiventris;Didelphis albiventris;3
110;Didelphis aurita;Didelphis aurita;8
110;Euryoryzomys russatus;Euryoryzomys russatus;1
110;Gracilinanus microtarsus;Gracilinanus microtarsus;5
110;Micoureus paraguayanus;Marmosa paraguayana;2
110;Necromys lasiurus;Necromys lasiurus;36
110;Oligoryzomys flavescens;Oligoryzomys flavescens;4
110;Oligoryzomys nigripes;Oligoryzomys nigripes;30
110;Oxymycterus delator;Oxymycterus delator;11
110;Rattus rattus;Rattus rattus;1
111;Akodon montensis;Akodon montensis;20
111;Blarinomys breviceps;Blarinomys breviceps;2
111;Brucepattersonius soricinus;Brucepattersonius soricinus;30
111;Delomys sublineatus;Delomys sublineatus;170
111;Didelphis aurita;Didelphis aurita;9
111;Euryoryzomys russatus;Euryoryzomys russatus;79
111;Gracilinanus microtarsus;Gracilinanus microtarsus;4
111;Juliomys pictipes;Juliomys pictipes;11
111;Marmosops incanus;Marmosops incanus;25
111;Marmosops paulensis;Marmosops paulensis;1
111;Monodelphis sp.;Monodelphis pinocchio;7
111;Monodelphis scalops;Monodelphis scalops;11
111;Oligoryzomys nigripes;Oligoryzomys nigripes;34
111;Oxymycterus dasytrichus;Oxymycterus dasytrichus;1
111;Philander frenatus;Philander frenatus;6
111;Rhipidomys mastacalis;Rhipidomys mastacalis;9
111;Sooretamys angouya;Sooretamys angouya;6
111;Thaptomys nigrita;Thaptomys nigrita;50
112;Akodon montensis;Akodon montensis;261
112;Bibimys labiosus;Bibimys labiosus;3
112;Blarinomys breviceps;Blarinomys breviceps;2
112;Brucepattersonius soricinus;Brucepattersonius soricinus;69
112;Delomys sublineatus;Delomys sublineatus;171
112;Didelphis aurita;Didelphis aurita;16
112;Drymoreomys albimaculatus;Drymoreomys albimaculatus;2
112;Euryoryzomys russatus;Euryoryzomys russatus;120
112;Gracilinanus microtarsus;Gracilinanus microtarsus;21
112;Juliomys ossitenuis;Juliomys ossitenuis;3
112;Juliomys pictipes;Juliomys pictipes;10
112;Micoureus paraguayanus;Marmosa paraguayana;4
112;Marmosops incanus;Marmosops incanus;67
112;Marmosops paulensis;Marmosops paulensis;5
112;Monodelphis americana/scalops;Monodelphis americana/scalops;29
112;Monodelphis iheringi;Monodelphis iheringi;27
112;Monodelphis macae;Monodelphis pinocchio;10
112;Nectomys squamipes;Nectomys squamipes;1
112;Oligoryzomys nigripes;Oligoryzomys nigripes;307
112;Oxymycterus judex;Oxymycterus quaestor;1
112;Phyllomys nigrispinus;Phyllomys nigrispinus;1
112;Sooretamys angouya;Sooretamys angouya;15
112;Thaptomys nigrita;Thaptomys nigrita;128
113;Akodon montensis;Akodon montensis;59
113;Blarinomys breviceps;Blarinomys breviceps;1
113;Brucepattersonius soricinus;Brucepattersonius soricinus;6
113;Delomys sublineatus;Delomys sublineatus;77
113;Didelphis aurita;Didelphis aurita;32
113;Drymoreomys albimaculatus;Drymoreomys albimaculatus;1
113;Oryzomys russatus;Euryoryzomys russatus;152
113;Gracilinanus microtarsus;Gracilinanus microtarsus;16
113;Juliomys pictipes;Juliomys pictipes;15
113;Marmosops incanus;Marmosops incanus;94
113;Marmosops paulensis;marmosops paulensis;1
113;Monodelphis americana;Monodelphis americana;3
113;Monodelphis sp.;Monodelphis pinocchio;5
113;Monodelphis scalops;Monodelphis scalops;9
113;Nectomys squamipes;Nectomys squamipes;1
113;Oligoryzomys nigripes;Oligoryzomys nigripes;40
113;Oxymycterus dasytrichus;Oxymycterus dasytrichus;1
113;Philander frenatus;Philander frenatus;15
113;Phyllomys nigrispinus;Phyllomys nigrispinus;5
113;Rhagomys rufescens;Rhagomys rufescens;2
113;Rhipidomys mastacalis;Rhipidomys mastacalis;5
113;Oryzomys angouya;Sooretamys angouya;16
113;Thaptomys nigrita;Thaptomys nigrita;36
114;Akodon montensis;Akodon montensis;367
114;Bibimys labiosus;Bibimys labiosus;2
114;Blarinomys breviceps;Blarinomys breviceps;1
114;Brucepattersonius soricinus;Brucepattersonius soricinus;63
114;Calomys tener ;Calomys tener;9
114;Cavia aperea;Cavia aperea;2
114;Delomys sublineatus;Delomys sublineatus;210
114;Didelphis aurita;Didelphis aurita;144
114;Oryzomys russatus;Euryoryzomys russatus;176
114;Gracilinanus microtarsus;Gracilinanus microtarsus;95
114;Juliomys pictipes;Juliomys pictipes;19
114;Lutreolina crassicaudata;Lutreolina crassicaudata;2
114;Micoureus paraguayanus;Marmosa paraguayana;5
114;Marmosops incanus;Marmosops incanus;360
114;marmosops paulensis;marmosops paulensis;1
114;Monodelphis americana;Monodelphis americana;72
114;Monodelphis macae;Monodelphis pinocchio;2
114;Monodelphis scalops;Monodelphis scalops;11
114;Monodelphis sorex;Monodelphis sorex;2
114;Bolomys lasiurus;Necromys lasiurus;2
114;Nectomys squamipes;Nectomys squamipes;2
114;Oligoryzomys nigripes;Oligoryzomys nigripes;339
114;Oxymycterus dasytrichus;Oxymycterus dasytrichus;11
114;Philander frenatus;Philander frenatus;15
114;Phyllomys nigrispinus;Phyllomys nigrispinus;11
114;Rhagomys rufescens;Rhagomys rufescens;3
114;Rhipidomys mastacalis;Rhipidomys mastacalis;3
114;Oryzomys angouya;Sooretamys angouya;125
114;Thaptomys nigrita;Thaptomys nigrita;32
115;Akodon montensis;Akodon montensis;118
115;Bibimys labiosus;Bibimys labiosus;1
115;Brucepattersonius soricinus;Brucepattersonius soricinus;81
115;Calomys tener ;Calomys tener;63
115;Cryptonanus sp.;Cryptonanus sp.;4
115;Delomys sublineatus;Delomys sublineatus;3
115;Didelphis aurita;Didelphis aurita;17
115;Juliomys pictipes;Juliomys pictipes;1
115;Marmosops incanus;Marmosops incanus;37
115;Monodelphis americana;Monodelphis americana;5
115;Necromys lasiurus;Necromys lasiurus;73
115;Nectomys squamipes;Nectomys squamipes;2
115;Oligoryzomys flavescens;Oligoryzomys flavescens;38
115;Oligoryzomys nigripes;Oligoryzomys nigripes;177
115;Oxymycterus delator;Oxymycterus delator;2
115;Oxymycterus rufus;Oxymycterus rufus;5
115;Sooretamys angouya;Sooretamys angouya;9
115;Thaptomys nigrita;Thaptomys nigrita;1
116;Akodon montensis;Akodon montensis;14
116;Didelphis aurita;Didelphis aurita;11
116;Oryzomys russatus;Euryoryzomys russatus;28
116;Gracilinanus microtarsus;Gracilinanus microtarsus;3
116;Micoureus demerarae;Marmosa paraguayana;1
116;Marmosops incanus;Marmosops incanus;35
116;Metachirus nudicaudatus;Metachirus nudicaudatus;1
116;Monodelphis americana;Monodelphis americana;8
116;Oligoryzomys nigripes;Oligoryzomys nigripes;24
116;Philander frenatus;Philander frenatus;34
116;Thaptomys nigrita;Thaptomys nigrita;17
117;Akodon montensis;Akodon montensis;14
117;Calomys callosus;Calomys callosus;3
117;Cryptonanus chacoensis;Cryptonanus chacoensis;2
117;Gracilinanus agilis;Gracilinanus agilis;1
117;Hylaeamys megacephalus;Hylaeamys megacephalus;7
117;Necromys lasiurus;Necromys lasiurus;1
117;Oligoryzomys fornesi;Oligoryzomys fornesi;1
117;Oligoryzomys nigripes;Oligoryzomys nigripes;13
117;Rhipidomys macrurus;Rhipidomys macrurus;2
118;Akodon sp.;Akodon sp.;7
118;Brucepattersonius sp.;Brucepattersonius soricinus;3
118;Delomys sublineatus;Delomys sublineatus;7
118;Didelphis albiventris ;Didelphis albiventris;2
118;Didelphis aurita;Didelphis aurita;1
118;Drymoreomys albimaculatus;Drymoreomys albimaculatus;2
118;Euryoryzomys russatus;Euryoryzomys russatus;2
118;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
118;Gracilinanus microtarsus;Gracilinanus microtarsus;2
118;Kannabateomys amblyonyx;Kannabateomys amblyonyx;1
118;Marmosops incanus;Marmosops incanus;15
118;Marmosops paulensis;Marmosops paulensis;9
118;Metachirus nudicaudatus;Metachirus nudicaudatus;1
118;Monodelphis americana;Monodelphis americana;10
118;Monodelphis scalops;Monodelphis scalops;3
118;Oligoryzomys nigripes ;Oligoryzomys nigripes;12
118;Philander frenatus;Philander frenatus;7
118;Phyllomys nigrispinus;Phyllomys nigrispinus;1
118;Sooretamys angouya;Sooretamys angouya;3
118;Thaptomys nigrita;Thaptomys nigrita;10
119;Akodon cursor;Akodon cursor;80
119;Brucepattersonius iheringi;Brucepattersonius soricinus;8
119;Gracilinanus microtarsus;Gracilinanus microtarsus;9
119;Marmosops incanus;Marmosops incanus;7
119;Marmosops paulensis;Marmosops paulensis;10
119;Oligoryzomys nigripes;Oligoryzomys nigripes;3
119;Oxymycterus sp ;Oxymycterus sp.;14
119;Philander frenata;Philander frenatus;4
119;Sooretamys angouya;Sooretamys angouya;10
119;Thaptomys nigrita;Thaptomys nigrita;1
120;Akodon serrensis;Castoria angustidens;22
120;Didelphis aurita;Didelphis aurita;14
120;Oryzomys intermedius;Euryoryzomys russatus;127
120;Wilfredomys pictipes;Juliomys pictipes;7
120;Micoureus demerarae;Marmosa paraguayana;9
120;Metachirus nudicaudatus;Metachirus nudicaudatus;30
120;Nectomys squamipes;Nectomys squamipes;42
120;Oecomys sp.;Oecomys catherinae;13
120;Oligoryzomys nigripes;Oligoryzomys nigripes;7
120;Philander frenata;Philander frenatus;2
120;Trinomys iheringi;Trinomys iheringi;20
121;Akodon montensis;Akodon montensis;9
121;Oxymycterus iheringi;Brucepattersonius iheringi;7
121;Akodon serrensis;Castoria angustidens;8
121;Delomys dorsalis;Delomys dorsalis;8
121;Oryzomys intermedius;Euryoryzomys russatus;34
121;Gracilinanus microtarsus;Gracilinanus microtarsus;12
121;Wilfredomys pictipes;Juliomys pictipes;7
121;Marmosops paulensis;Marmosops paulensis;9
121;Monodelphis americana;Monodelphis americana;1
121;Oecomys concolor;Oecomys catherinae;6
121;Oligoryzomys nigripes;Oligoryzomys nigripes;3
121;Oxymycterus hispidus;Oxymycterus hispidus;2
121;Philander frenata;Philander frenatus;5
121;Nelomys nigrispinus;Phyllomys nigrispinus;1
121;Rhipidomys macrourus;Rhipidomys itoan;1
121;Thaptomys nigrita;Thaptomys nigrita;13
122;Didelphis marsupialis;Didelphis aurita;23
122;Oryzomys nitidus;Euryoryzomys nitidus;71
122;Metachirus nudicaudatus;Metachirus nudicaudatus;30
122;Nectomys squamipes;Nectomys squamipes;10
122;Oxymycterus sp ;Oxymycterus sp.;1
122;Philander opossum;Philander frenatus;5
122;Proechimys iheringi;Trinomys iheringi;39
123;Akodon montensis;Akodon montensis;286
123;Bibimys labiosus;Bibimys labiosus;2
123;Brucepattersonius iheringi;Brucepattersonius iheringi;47
123;Cryptonanus sp.;Cryptonanus sp.;5
123;Didelphis albiventris;Didelphis albiventris;2
123;Didelphis aurita;Didelphis aurita;36
123;Gracilinanus microtarsus;Gracilinanus microtarsus;3
123;Juliomys ossitenuis;Juliomys ossitenuis;3
123;Monodelphis americana;Monodelphis americana;3
123;Monodelphis scalops;Monodelphis scalops;1
123;Nectomys squamipes;Nectomys squamipes;24
123;Oligoryzomys nigripes;Oligoryzomys nigripes;195
123;Oxymycterus nasutus;Oxymycterus nasutus;1
123;Oxymycterus judex;Oxymycterus quaestor;3
123;Sooretamys angouya;Sooretamys angouya;39
123;Thaptomys nigrita;Thaptomys nigrita;149
124;Akodon montensis;Akodon montensis;13
124;Akodon paranaensis;Akodon paranaensis;1
124;Calomys callosus;Calomys callosus;3
124;Calomys tener ;Calomys tener;1
124;Didelphis aurita;Didelphis aurita;2
124;Gracilinanus agilis;Gracilinanus agilis;3
124;Hylaeamys megacephalus;Hylaeamys megacephalus;5
124;Juliomys pictipes;Juliomys pictipes;1
124;Marmosa paraguayana;Marmosa paraguayana;2
124;Oligoryzomys fornesi;Oligoryzomys fornesi;2
124;Oligoryzomys nigripes;Oligoryzomys nigripes;3
124;Sooretamys angouya;Sooretamys angouya;1
125;Akodon montensis;Akodon montensis;132
125;Akodon paranaensis;Akodon paranaensis;16
125;Calomys callosus;Calomys callosus;4
125;Cryptonanus chacoensis;Cryptonanus chacoensis;8
125;Didelphis aurita;Didelphis aurita;4
125;Gracilinanus agilis;Gracilinanus agilis;6
125;Hylaeamys megacephalus;Hylaeamys megacephalus;35
125;Juliomys pictipes;Juliomys pictipes;3
125;Marmosa paraguayana;Marmosa paraguayana;1
125;Oligoryzomys flavescens;Oligoryzomys flavescens;1
125;Oligoryzomys fornesi;Oligoryzomys fornesi;2
125;Oligoryzomys nigripes;Oligoryzomys nigripes;20
125;Rattus rattus;Rattus rattus;1
125;Thaptomys nigrita;Thaptomys nigrita;2
126;Akodon cursor;Akodon cursor;26
126;Oryzomys intermedius;Euryoryzomys russatus;102
126;Micoureus demerarae;Marmosa paraguayana;1
126;Metachirus nudicaudatus;Metachirus nudicaudatus;7
126;Nectomys squamipes;Nectomys squamipes;80
126;Trinomys iheringi;Trinomys iheringi;7
127;Akodon montensis;Akodon montensis;378
127;Brucepattersonius sp.;Brucepattersonius sp.;1
127;Euryoryzomys russatus;Euryoryzomys russatus;40
127;Monodelphis scalops;Monodelphis scalops;9
127;Monodelphis sp.1;Monodelphis sp.1;2
127;Monodelphis sp.2;Monodelphis sp.2;2
127;Oligoryzomys nigripes;Oligoryzomys nigripes;16
127;Oxymycterus sp ;Oxymycterus sp.;1
127;Sooretamys angouya;Sooretamys angouya;9
127;Thaptomys nigrita;Thaptomys nigrita;15
128;Akodon montensis;Akodon montensis;8
128;Didelphis aurita;Didelphis aurita;3
128;Euryoryzomys russatus;Euryoryzomys russatus;65
128;Gracilinanus microtarsus;Gracilinanus microtarsus;1
128;Juliomys pictipes;Juliomys pictipes;14
128;Marmosa paraguayana;Marmosa paraguayana;14
128;Monodelphis iheringi;Monodelphis iheringi;1
128;Nectomys squamipes;Nectomys squamipes;3
128;Oligoryzomys nigripes;Oligoryzomys nigripes;9
128;Oxymycterus sp ;Oxymycterus sp.;3
128;Philander frenatus;Philander frenatus;8
128;Rattus rattus;Rattus rattus;1
128;Sooretamys angouya;Sooretamys angouya;17
128;Trinomys iheringi;Trinomys iheringi;1
129;Akodon cursor;Akodon cursor;70
129;Akodon montensis;Akodon montensis;2
129;Delomys sublineatus;Delomys sublineatus;3
129;Didelphis aurita;Didelphis aurita;45
129;Euryoryzomys russatus;Euryoryzomys russatus;74
129;Juliomys pictipes;Juliomys pictipes;4
129;Micoureus paraguayanus;Marmosa paraguayana;1
129;Metachirus nudicaudatus;Metachirus nudicaudatus;1
129;Monodelphis americana;Monodelphis americana;3
129;Monodelphis iheringi;Monodelphis iheringi;3
129;Monodelphis scalops;Monodelphis scalops;2
129;Nectomys squamipes;Nectomys squamipes;12
129;Oligoryzomys nigripes;Oligoryzomys nigripes;8
129;Oxymycterus dasytrichus;Oxymycterus dasytrichus;1
129;Oxymycterus judex;Oxymycterus quaestor;8
129;Philander frenatus;Philander frenatus;10
129;Thaptomys nigrita;Thaptomys nigrita;1
130;Akodon montensis;Akodon montensis;4
130;Akodon sp.;Akodon sp.;4
130;Akodon serrensis;Castoria angustidens;14
130;Nectomys squamipes;Nectomys squamipes;1
130;Oryzomys flavescens;Oligoryzomys flavescens;1
130;Oryzomys nigripes;Oligoryzomys nigripes;9
130;Oxymycterus sp.;Oxymycterus sp.;16
130;Sciurus aestuans;Sciurus aestuans;1
131;Akodon montensis;Akodon montensis;6
131;Didelphis aurita;Didelphis aurita;1
131;Nectomys squamipes;Nectomys squamipes;2
131;Oligoryzomys eliurus;Oligoryzomys nigripes;20
131;Oxymycterus hispidus;Oxymycterus hispidus;1
131;Philander opossum;Philander frenatus;2
131;Rhipidomys sp.;Rhipidomys sp.;1
131;Oryzomys ratticeps;Sooretamys angouya;1
132;Akodon montensis;Akodon montensis;26
132;Didelphis aurita;Didelphis aurita;1
132;Euryoryzomys russatus;Euryoryzomys russatus;11
132;Marmosa paraguayana;Marmosa paraguayana;4
132;Nectomys squamipes;Nectomys squamipes;4
132;Oligoryzomys nigripes;Oligoryzomys nigripes;6
133;Akodon montensis;Akodon montensis;253
133;Akodon paranaensis;Akodon paranaensis;87
133;Brucepattersonius iheringi;Brucepattersonius iheringi;2
133;Akodon serrensis;Castoria angustidens;401
133;Delomys dorsalis;Delomys dorsalis;2
133;Gracilinanus sp.;Gracilinanus sp.;5
133;Lutreolina crassicaudata;Lutreolina crassicaudata;1
133;Monodelphis dimidiata;Monodelphis dimidiata;34
133;Nectomys squamipes;Nectomys squamipes;2
133;Oligoryzomys nigripes;Oligoryzomys nigripes;73
133;Oxymycterus judex;Oxymycterus quaestor;294
133;Philander frenatus;Philander frenatus;9
133;Sooretamys angouya;Sooretamys angouya;13
133;Thaptomys nigrita;Thaptomys nigrita;70
134;Akodon montensis;Akodon montensis;68
134;Akodon paranaensis;Akodon paranaensis;78
134;Calomys tener ;Calomys tener;1
134;Cryptonanus chacoensis;Cryptonanus chacoensis;9
134;Euryoryzomys russatus;Euryoryzomys russatus;4
134;Gracilinanus agilis;Gracilinanus agilis;8
134;Juliomys pictipes;Juliomys pictipes;1
134;Marmosa paraguayana;Marmosa paraguayana;2
134;Necromys lasiurus;Necromys lasiurus;6
134;Oligoryzomys flavescens;Oligoryzomys flavescens;2
134;Oligoryzomys fornesi;Oligoryzomys fornesi;3
134;Oligoryzomys nigripes;Oligoryzomys nigripes;64
134;Rhipidomys macrurus;Rhipidomys macrurus;1
134;Sooretamys angouya;Sooretamys angouya;1
134;Thaptomys nigrita;Thaptomys nigrita;21
135;Akodon montensis;Akodon montensis;337
135;Brucepattersonius iheringi;Brucepattersonius iheringi;15
135;Cavia aperea;Cavia aperea;2
135;Didelphis albiventris;Didelphis albiventris;2
135;Didelphis aurita;Didelphis aurita;3
135;Euryoryzomys russatus;Euryoryzomys russatus;2
135;Euryzygomatomys spinosus;Euryzygomatomys spinosus;1
135;Gracilinanus microtarsus;Gracilinanus microtarsus;1
135;Juliomys pictipes;Juliomys pictipes;1
135;Kannabateomys amblyonyx;Kannabateomys amblyonyx;1
135;Monodelphis scalops;Monodelphis scalops;1
135;Monodelphis sorex;Monodelphis sorex;5
135;Mus musculus;Mus musculus;2
135;Necromys lasiurus ;Necromys lasiurus;4
135;Nectomys squamipes;Nectomys squamipes;17
135;Oligoryzomys flavescens;Oligoryzomys flavescens;9
135;Oligoryzomys nigripes;Oligoryzomys nigripes;42
135;Oxymycterus misionalis;Oxymycterus quaestor;8
135;Rattus norvegicus;Rattus norvegicus;1
135;Rattus rattus;Rattus rattus;3
135;Sooretamys angouya;Sooretamys angouya;2
135;Thaptomys nigrita;Thaptomys nigrita;10
136;Abrawayaomys ruschii;Abrawayaomys ruschii;3
136;Akodon montensis;Akodon montensis;188
136;Brucepattersonius iheringi;Brucepattersonius iheringi;3
136;Didelphis albiventris;Didelphis albiventris;5
136;Didelphis aurita;Didelphis aurita;35
136;Euryoryzomys russatus;Euryoryzomys russatus;1
136;Euryzygomatomys spinosus;Euryzygomatomys spinosus;2
136;Gracilinanus microtarsus;Gracilinanus microtarsus;10
136;Juliomys pictipes;Juliomys pictipes;3
136;Marmosa paraguayana;Marmosa paraguayana;1
136;Monodelphis americana;Monodelphis americana;13
136;Monodelphis dimidiata;Monodelphis dimidiata;5
136;Mus musculus;Mus musculus;9
136;Necromys lasiurus;Necromys lasiurus;1
136;Nectomys squamipes;Nectomys squamipes;1
136;Oligoryzomys flavescens;Oligoryzomys flavescens;374
136;Oligoryzomys nigripes;Oligoryzomys nigripes;40
136;Oxymycterus judex;Oxymycterus quaestor;1
136;Sooretamys angouya;Sooretamys angouya;49
136;Thaptomys nigrita;Thaptomys nigrita;35
137;Akodon montensis;Akodon montensis;377
137;Brucepattersonius iheringi;Brucepattersonius iheringi;22
137;Cryptonanus guahybae;Cryptonanus guahybae;7
137;Didelphis aurita;Didelphis aurita;20
137;Euryoryzomys russatus;Euryoryzomys russatus;4
137;Juliomys pictipes;Juliomys pictipes;2
137;Kannabateomys amblyonyx;Kannabateomys amblyonyx;1
137;Micoureus paraguayanus;Marmosa paraguayana;4
137;Oligoryzomys nigripes ;Oligoryzomys nigripes;38
137;Oxymycterus judex;Oxymycterus quaestor;6
137;Sooretamys angouya;Sooretamys angouya;14
137;Thaptomys nigrita;Thaptomys nigrita;15
138;Akodon montensis;Akodon montensis;73
138;Chironectes minimus;Chironectes minimus;1
138;Didelphis aurita;Didelphis aurita;56
138;Oryzomys russatus;Euryoryzomys russatus;75
138;Juliomys sp.;Juliomys sp.;1
138;Lutreolina crassicaudata;Lutreolina crassicaudata;7
138;Marmosa paraguayanus;Marmosa paraguayana;21
138;Nectomys squamipes;Nectomys squamipes;31
138;Oligoryzomys nigripes;Oligoryzomys nigripes;38
138;Oxymycterus judex;Oxymycterus quaestor;21
138;Oryzomys angouya;Sooretamys angouya;48
139;Akodon montensis;Akodon montensis;39
139;Brucepattersonius iheringi;Brucepattersonius iheringi;6
139;Delomys sublineatus;Delomys sublineatus;9
139;Euryoryzomys russatus;Euryoryzomys russatus;12
139;Juliomys pictipes;Juliomys pictipes;2
139;Monodelphis iheringi;Monodelphis iheringi;11
139;Monodelphis scalops;Monodelphis scalops;2
139;Oligoryzomys nigripes;Oligoryzomys nigripes;15
139;Philander frenatus;Philander frenatus;3
139;Thaptomys nigrita;Thaptomys nigrita;4
140;Akodon montensis;Akodon montensis;114
140;Oxymycterus iheringi;Brucepattersonius iheringi;34
140;Delomys sublineatus;Delomys sublineatus;36
140;Oryzomys nitidus;Euryoryzomys russatus;60
140;Gracilinanus microtarsus;Gracilinanus microtarsus;2
140;Wilfredomys pictipes;Juliomys pictipes;7
140;Micoureus demerarae;Marmosa paraguayana;41
140;Nectomys squamipes;Nectomys squamipes;3
140;Oligoryzomys nigripes;Oligoryzomys nigripes;4
140;Oryzomys sp.;Oryzomys sp.;1
140;Oxymycterus hispidus;Oxymycterus hispidus;5
140;Philander opossum;Philander frenatus;2
140;Nelomys dasythrix;Phyllomys dasythrix;2
140;Rhipidomys mastacalis;Rhipidomys mastacalis;1
140;Oryzomys ratticeps;Sooretamys angouya;7
140;Akodon nigrita;Thaptomys nigrita;41
141;Akodon azarae;Akodon azarae;19
141;Akodon paranaensis;Akodon paranaensis;25
141;Gracilinanus microtarsus;Gracilinanus microtarsus;1
141;Mus musculus;Mus musculus;2
141;Nectomys squamipes;Nectomys squamipes;2
141;Oligoryzomys flavescens;Oligoryzomys flavescens;1
141;Oligoryzomys nigripes;Oligoryzomys nigripes;10
141;Oxymycterus quaestor;Oxymycterus quaestor;1
141;Rattus rattus;Rattus rattus;4
141;Sooretamys angouya;Sooretamys angouya;3
141;Thaptomys nigrita;Thaptomys nigrita;2
142;Akodon montensis;Akodon montensis;2
142;Cryptonanus guahybae;Cryptonanus guahybae;5
142;Euryoryzomys russatus;Euryoryzomys russatus;2
142;Holochilus brasiliensis;Holochilus brasiliensis;3
142;Marmosa paraguayana;Marmosa paraguayana;6
142;Monodelphis iheringi;Monodelphis iheringi;2
142;Mus musculus;Mus musculus;1
142;Nectomys squamipes;Nectomys squamipes;9
